state_code,state_name,county_code,county_name,aqi,state_code_int,county_code_int
08,Colorado,041,El Paso,28.0,8,41
12,Florida,011,Broward,8.0,12,11
12,Florida,115,Sarasota,11.0,12,115
12,Florida,115,Sarasota,39.0,12,115
15,Hawaii,003,Honolulu,11.0,15,3
15,Hawaii,003,Honolulu,14.0,15,3
15,Hawaii,003,Honolulu,17.0,15,3
17,Illinois,197,Will,3.0,17,197
21,Kentucky,067,Fayette,1.0,21,67
25,Massachusetts,027,Worcester,6.0,25,27
26,Michigan,163,Wayne,7.0,26,163
27,Minnesota,003,Anoka,5.0,27,3
27,Minnesota,037,Dakota,3.0,27,37
27,Minnesota,137,Saint Louis,9.0,27,137
29,Missouri,095,Jackson,8.0,29,95
29,Missouri,189,Saint Louis,7.0,29,189
29,Missouri,189,Saint Louis,2.0,29,189
31,Nebraska,055,Douglas,8.0,31,55
31,Nebraska,109,Lancaster,14.0,31,109
31,Nebraska,109,Lancaster,8.0,31,109
32,Nevada,003,Clark,0.0,32,3
32,Nevada,003,Clark,15.0,32,3
32,Nevada,510,Carson City,13.0,32,510
34,New Jersey,025,Monmouth,19.0,34,25
35,New Mexico,001,Bernalillo,20.0,35,1
35,New Mexico,013,Dona Ana,30.0,35,13
36,New York,029,Erie,9.0,36,29
36,New York,059,Nassau,6.0,36,59
36,New York,061,New York,10.0,36,61
36,New York,081,Queens,7.0,36,81
37,North Carolina,119,Mecklenburg,13.0,37,119
39,Ohio,081,Jefferson,13.0,39,81
39,Ohio,113,Montgomery,5.0,39,113
40,Oklahoma,031,Comanche,3.0,40,31
40,Oklahoma,109,Oklahoma,9.0,40,109
42,Pennsylvania,003,Allegheny,3.0,42,3
42,Pennsylvania,073,Lawrence,14.0,42,73
42,Pennsylvania,077,Lehigh,2.0,42,77
42,Pennsylvania,125,Washington,1.0,42,125
42,Pennsylvania,129,Westmoreland,0.0,42,129
42,Pennsylvania,129,Westmoreland,1.0,42,129
42,Pennsylvania,133,York,1.0,42,133
47,Tennessee,037,Davidson,8.0,47,37
47,Tennessee,157,Shelby,3.0,47,157
47,Tennessee,157,Shelby,23.0,47,157
47,Tennessee,163,Sullivan,13.0,47,163
48,Texas,029,Bexar,7.0,48,29
48,Texas,141,El Paso,6.0,48,141
48,Texas,479,Webb,18.0,48,479
49,Utah,057,Weber,7.0,49,57
51,Virginia,059,Fairfax,3.0,51,59
51,Virginia,710,Norfolk City,14.0,51,710
53,Washington,033,King,25.0,53,33
54,West Virginia,029,Hancock,11.0,54,29
55,Wisconsin,133,Waukesha,2.0,55,133
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,17.0,80,2
01,Alabama,073,Jefferson,17.0,1,73
01,Alabama,073,Jefferson,6.0,1,73
02,Alaska,020,Anchorage ,19.0,2,20
02,Alaska,020,Anchorage ,18.0,2,20
04,Arizona,013,Maricopa,22.0,4,13
06,California,001,Alameda,6.0,6,1
06,California,013,Contra Costa,8.0,6,13
06,California,017,El Dorado,1.0,6,17
06,California,025,Imperial,13.0,6,25
06,California,037,Los Angeles,9.0,6,37
06,California,037,Los Angeles,17.0,6,37
06,California,059,Orange,5.0,6,59
06,California,065,Riverside,7.0,6,65
06,California,065,Riverside,8.0,6,65
06,California,073,San Diego,6.0,6,73
06,California,107,Tulare,10.0,6,107
06,California,107,Tulare,5.0,6,107
06,California,111,Ventura,5.0,6,111
06,California,111,Ventura,2.0,6,111
08,Colorado,013,Boulder,10.0,8,13
08,Colorado,069,Larimer,18.0,8,69
09,Connecticut,001,Fairfield,13.0,9,1
09,Connecticut,003,Hartford,26.0,9,3
12,Florida,011,Broward,11.0,12,11
12,Florida,099,Palm Beach,3.0,12,99
12,Florida,103,Pinellas,7.0,12,103
12,Florida,115,Sarasota,22.0,12,115
17,Illinois,031,Cook,7.0,17,31
17,Illinois,031,Cook,24.0,17,31
18,Indiana,003,Allen,11.0,18,3
19,Iowa,153,Polk,18.0,19,153
21,Kentucky,145,McCracken,0.0,21,145
22,Louisiana,033,East Baton Rouge,9.0,22,33
25,Massachusetts,013,Hampden,7.0,25,13
25,Massachusetts,013,Hampden,8.0,25,13
25,Massachusetts,027,Worcester,9.0,25,27
26,Michigan,081,Kent,3.0,26,81
26,Michigan,163,Wayne,11.0,26,163
26,Michigan,163,Wayne,5.0,26,163
29,Missouri,095,Jackson,6.0,29,95
30,Montana,029,Flathead,9.0,30,29
30,Montana,063,Missoula,11.0,30,63
31,Nebraska,055,Douglas,18.0,31,55
32,Nevada,003,Clark,0.0,32,3
32,Nevada,003,Clark,0.0,32,3
32,Nevada,003,Clark,18.0,32,3
32,Nevada,031,Washoe,6.0,32,31
32,Nevada,031,Washoe,24.0,32,31
34,New Jersey,003,Bergen,24.0,34,3
34,New Jersey,007,Camden,5.0,34,7
34,New Jersey,007,Camden,2.0,34,7
34,New Jersey,013,Essex,6.0,34,13
34,New Jersey,023,Middlesex,11.0,34,23
34,New Jersey,039,Union,15.0,34,39
35,New Mexico,013,Dona Ana,14.0,35,13
37,North Carolina,119,Mecklenburg,7.0,37,119
39,Ohio,061,Hamilton,18.0,39,61
39,Ohio,153,Summit,15.0,39,153
40,Oklahoma,143,Tulsa,6.0,40,143
41,Oregon,051,Multnomah,24.0,41,51
41,Oregon,051,Multnomah,15.0,41,51
42,Pennsylvania,003,Allegheny,5.0,42,3
42,Pennsylvania,017,Bucks,9.0,42,17
42,Pennsylvania,101,Philadelphia,8.0,42,101
48,Texas,029,Bexar,8.0,48,29
48,Texas,141,El Paso,1.0,48,141
48,Texas,141,El Paso,7.0,48,141
48,Texas,141,El Paso,2.0,48,141
48,Texas,141,El Paso,8.0,48,141
48,Texas,201,Harris,3.0,48,201
48,Texas,201,Harris,3.0,48,201
48,Texas,479,Webb,6.0,48,479
49,Utah,035,Salt Lake,15.0,49,35
49,Utah,049,Utah,14.0,49,49
49,Utah,049,Utah,36.0,49,49
51,Virginia,650,Hampton City,11.0,51,650
51,Virginia,760,Richmond City,7.0,51,760
51,Virginia,760,Richmond City,11.0,51,760
53,Washington,033,King,15.0,53,33
53,Washington,033,King,24.0,53,33
53,Washington,033,King,26.0,53,33
53,Washington,053,Pierce,14.0,53,53
53,Washington,063,Spokane,16.0,53,63
53,Washington,067,Thurston,18.0,53,67
54,West Virginia,009,Brooke,7.0,54,9
54,West Virginia,009,Brooke,3.0,54,9
54,West Virginia,069,Ohio,7.0,54,69
55,Wisconsin,101,Racine,7.0,55,101
55,Wisconsin,133,Waukesha,3.0,55,133
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,10.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,33.0,80,2
80,Country Of Mexico,006,CHIHUAHUA STATE,6.0,80,6
04,Arizona,013,Maricopa,45.0,4,13
06,California,019,Fresno,9.0,6,19
06,California,037,Los Angeles,14.0,6,37
06,California,045,Mendocino,17.0,6,45
06,California,067,Sacramento,5.0,6,67
06,California,067,Sacramento,5.0,6,67
06,California,071,San Bernardino,3.0,6,71
06,California,111,Ventura,5.0,6,111
08,Colorado,031,Denver,19.0,8,31
08,Colorado,059,Jefferson,8.0,8,59
08,Colorado,077,Mesa,28.0,8,77
09,Connecticut,001,Fairfield,8.0,9,1
09,Connecticut,001,Fairfield,13.0,9,1
09,Connecticut,003,Hartford,61.0,9,3
09,Connecticut,009,New Haven,9.0,9,9
11,District Of Columbia,001,District of Columbia,16.0,11,1
11,District Of Columbia,001,District of Columbia,14.0,11,1
12,Florida,011,Broward,8.0,12,11
12,Florida,057,Hillsborough,7.0,12,57
12,Florida,086,Miami-Dade,16.0,12,86
12,Florida,099,Palm Beach,3.0,12,99
15,Hawaii,003,Honolulu,3.0,15,3
17,Illinois,031,Cook,32.0,17,31
17,Illinois,167,Sangamon,10.0,17,167
17,Illinois,201,Winnebago,17.0,17,201
18,Indiana,097,Marion,16.0,18,97
20,Kansas,107,Linn,10.0,20,107
21,Kentucky,067,Fayette,3.0,21,67
21,Kentucky,067,Fayette,1.0,21,67
21,Kentucky,111,Jefferson,23.0,21,111
21,Kentucky,111,Jefferson,20.0,21,111
22,Louisiana,033,East Baton Rouge,50.0,22,33
25,Massachusetts,013,Hampden,34.0,25,13
25,Massachusetts,025,Suffolk,7.0,25,25
26,Michigan,163,Wayne,9.0,26,163
27,Minnesota,123,Ramsey,14.0,27,123
27,Minnesota,137,Saint Louis,17.0,27,137
27,Minnesota,145,Stearns,13.0,27,145
29,Missouri,189,Saint Louis,3.0,29,189
31,Nebraska,109,Lancaster,18.0,31,109
32,Nevada,003,Clark,1.0,32,3
32,Nevada,003,Clark,7.0,32,3
32,Nevada,031,Washoe,10.0,32,31
32,Nevada,031,Washoe,17.0,32,31
32,Nevada,510,Carson City,11.0,32,510
34,New Jersey,005,Burlington,8.0,34,5
35,New Mexico,013,Dona Ana,3.0,35,13
35,New Mexico,049,Santa Fe,10.0,35,49
36,New York,047,Kings,7.0,36,47
36,New York,059,Nassau,6.0,36,59
36,New York,059,Nassau,7.0,36,59
36,New York,067,Onondaga,16.0,36,67
37,North Carolina,063,Durham,5.0,37,63
37,North Carolina,067,Forsyth,18.0,37,67
37,North Carolina,119,Mecklenburg,16.0,37,119
37,North Carolina,183,Wake,8.0,37,183
39,Ohio,035,Cuyahoga,13.0,39,35
39,Ohio,113,Montgomery,6.0,39,113
40,Oklahoma,143,Tulsa,9.0,40,143
41,Oregon,029,Jackson,38.0,41,29
41,Oregon,039,Lane,25.0,41,39
41,Oregon,051,Multnomah,7.0,41,51
42,Pennsylvania,003,Allegheny,10.0,42,3
42,Pennsylvania,003,Allegheny,15.0,42,3
42,Pennsylvania,007,Beaver,6.0,42,7
42,Pennsylvania,049,Erie,7.0,42,49
42,Pennsylvania,069,Lackawanna,5.0,42,69
42,Pennsylvania,091,Montgomery,3.0,42,91
47,Tennessee,157,Shelby,11.0,47,157
47,Tennessee,157,Shelby,10.0,47,157
48,Texas,141,El Paso,5.0,48,141
51,Virginia,710,Norfolk City,14.0,51,710
53,Washington,033,King,8.0,53,33
53,Washington,063,Spokane,32.0,53,63
55,Wisconsin,079,Milwaukee,7.0,55,79
01,Alabama,073,Jefferson,17.0,1,73
02,Alaska,090,Fairbanks North Star ,24.0,2,90
02,Alaska,090,Fairbanks North Star ,19.0,2,90
04,Arizona,019,Pima,7.0,4,19
06,California,001,Alameda,20.0,6,1
06,California,013,Contra Costa,8.0,6,13
06,California,025,Imperial,3.0,6,25
06,California,029,Kern,2.0,6,29
06,California,037,Los Angeles,2.0,6,37
06,California,037,Los Angeles,24.0,6,37
06,California,037,Los Angeles,14.0,6,37
06,California,041,Marin,16.0,6,41
06,California,061,Placer,6.0,6,61
06,California,065,Riverside,11.0,6,65
06,California,073,San Diego,10.0,6,73
06,California,073,San Diego,32.0,6,73
06,California,077,San Joaquin,6.0,6,77
06,California,083,Santa Barbara,5.0,6,83
06,California,083,Santa Barbara,3.0,6,83
06,California,101,Sutter,5.0,6,101
08,Colorado,031,Denver,9.0,8,31
08,Colorado,059,Jefferson,3.0,8,59
09,Connecticut,003,Hartford,18.0,9,3
12,Florida,011,Broward,11.0,12,11
12,Florida,011,Broward,8.0,12,11
12,Florida,031,Duval,8.0,12,31
12,Florida,031,Duval,6.0,12,31
17,Illinois,163,Saint Clair,14.0,17,163
21,Kentucky,019,Boyd,9.0,21,19
24,Maryland,005,Baltimore,5.0,24,5
25,Massachusetts,017,Middlesex,10.0,25,17
25,Massachusetts,025,Suffolk,10.0,25,25
26,Michigan,081,Kent,5.0,26,81
27,Minnesota,037,Dakota,6.0,27,37
27,Minnesota,123,Ramsey,3.0,27,123
27,Minnesota,137,Saint Louis,8.0,27,137
32,Nevada,003,Clark,7.0,32,3
32,Nevada,003,Clark,0.0,32,3
32,Nevada,031,Washoe,22.0,32,31
34,New Jersey,017,Hudson,19.0,34,17
35,New Mexico,001,Bernalillo,33.0,35,1
35,New Mexico,001,Bernalillo,22.0,35,1
35,New Mexico,001,Bernalillo,1.0,35,1
36,New York,055,Monroe,15.0,36,55
36,New York,067,Onondaga,8.0,36,67
36,New York,081,Queens,9.0,36,81
37,North Carolina,067,Forsyth,10.0,37,67
37,North Carolina,067,Forsyth,13.0,37,67
37,North Carolina,119,Mecklenburg,10.0,37,119
39,Ohio,035,Cuyahoga,1.0,39,35
39,Ohio,061,Hamilton,2.0,39,61
39,Ohio,081,Jefferson,24.0,39,81
39,Ohio,153,Summit,6.0,39,153
39,Ohio,153,Summit,8.0,39,153
41,Oregon,029,Jackson,24.0,41,29
42,Pennsylvania,017,Bucks,1.0,42,17
42,Pennsylvania,021,Cambria,11.0,42,21
42,Pennsylvania,021,Cambria,7.0,42,21
42,Pennsylvania,101,Philadelphia,7.0,42,101
42,Pennsylvania,125,Washington,1.0,42,125
48,Texas,439,Tarrant,6.0,48,439
48,Texas,479,Webb,6.0,48,479
49,Utah,035,Salt Lake,8.0,49,35
51,Virginia,059,Fairfax,6.0,51,59
51,Virginia,510,Alexandria City,10.0,51,510
51,Virginia,760,Richmond City,5.0,51,760
51,Virginia,770,Roanoke City,10.0,51,770
53,Washington,033,King,9.0,53,33
54,West Virginia,029,Hancock,17.0,54,29
72,Puerto Rico,127,San Juan,34.0,72,127
72,Puerto Rico,127,San Juan,16.0,72,127
72,Puerto Rico,127,San Juan,7.0,72,127
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,5.0,80,2
02,Alaska,020,Anchorage ,15.0,2,20
02,Alaska,090,Fairbanks North Star ,5.0,2,90
04,Arizona,013,Maricopa,17.0,4,13
04,Arizona,013,Maricopa,5.0,4,13
04,Arizona,019,Pima,5.0,4,19
06,California,001,Alameda,5.0,6,1
06,California,007,Butte,11.0,6,7
06,California,013,Contra Costa,6.0,6,13
06,California,019,Fresno,10.0,6,19
06,California,019,Fresno,3.0,6,19
06,California,059,Orange,6.0,6,59
06,California,067,Sacramento,9.0,6,67
06,California,071,San Bernardino,6.0,6,71
06,California,071,San Bernardino,17.0,6,71
06,California,081,San Mateo,9.0,6,81
06,California,083,Santa Barbara,3.0,6,83
06,California,095,Solano,5.0,6,95
06,California,099,Stanislaus,6.0,6,99
08,Colorado,059,Jefferson,5.0,8,59
08,Colorado,067,La Plata,5.0,8,67
11,District Of Columbia,001,District of Columbia,31.0,11,1
12,Florida,095,Orange,2.0,12,95
12,Florida,115,Sarasota,20.0,12,115
17,Illinois,143,Peoria,9.0,17,143
17,Illinois,163,Saint Clair,9.0,17,163
17,Illinois,201,Winnebago,8.0,17,201
18,Indiana,063,Hendricks,10.0,18,63
18,Indiana,097,Marion,9.0,18,97
20,Kansas,173,Sedgwick,18.0,20,173
25,Massachusetts,027,Worcester,9.0,25,27
26,Michigan,125,Oakland,7.0,26,125
27,Minnesota,003,Anoka,2.0,27,3
27,Minnesota,145,Stearns,8.0,27,145
29,Missouri,077,Greene,24.0,29,77
30,Montana,013,Cascade,7.0,30,13
30,Montana,029,Flathead,13.0,30,29
32,Nevada,003,Clark,16.0,32,3
32,Nevada,003,Clark,26.0,32,3
32,Nevada,031,Washoe,25.0,32,31
34,New Jersey,007,Camden,3.0,34,7
34,New Jersey,007,Camden,3.0,34,7
34,New Jersey,025,Monmouth,8.0,34,25
35,New Mexico,001,Bernalillo,2.0,35,1
39,Ohio,035,Cuyahoga,9.0,39,35
40,Oklahoma,109,Oklahoma,7.0,40,109
42,Pennsylvania,003,Allegheny,7.0,42,3
42,Pennsylvania,003,Allegheny,2.0,42,3
42,Pennsylvania,017,Bucks,17.0,42,17
42,Pennsylvania,101,Philadelphia,2.0,42,101
42,Pennsylvania,125,Washington,3.0,42,125
48,Texas,141,El Paso,5.0,48,141
48,Texas,141,El Paso,6.0,48,141
51,Virginia,770,Roanoke City,13.0,51,770
53,Washington,033,King,11.0,53,33
53,Washington,063,Spokane,16.0,53,63
54,West Virginia,029,Hancock,3.0,54,29
72,Puerto Rico,127,San Juan,17.0,72,127
72,Puerto Rico,127,San Juan,19.0,72,127
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,60.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,28.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,0.0,80,2
01,Alabama,073,Jefferson,0.0,1,73
04,Arizona,013,Maricopa,25.0,4,13
04,Arizona,013,Maricopa,8.0,4,13
04,Arizona,013,Maricopa,8.0,4,13
04,Arizona,019,Pima,11.0,4,19
04,Arizona,019,Pima,22.0,4,19
06,California,013,Contra Costa,3.0,6,13
06,California,025,Imperial,26.0,6,25
06,California,025,Imperial,0.0,6,25
06,California,037,Los Angeles,5.0,6,37
06,California,037,Los Angeles,3.0,6,37
06,California,037,Los Angeles,3.0,6,37
06,California,037,Los Angeles,7.0,6,37
06,California,065,Riverside,7.0,6,65
06,California,073,San Diego,9.0,6,73
06,California,075,San Francisco,10.0,6,75
06,California,087,Santa Cruz,3.0,6,87
08,Colorado,001,Adams,14.0,8,1
08,Colorado,001,Adams,11.0,8,1
09,Connecticut,001,Fairfield,7.0,9,1
12,Florida,115,Sarasota,15.0,12,115
17,Illinois,031,Cook,24.0,17,31
17,Illinois,201,Winnebago,13.0,17,201
18,Indiana,063,Hendricks,8.0,18,63
19,Iowa,113,Linn,1.0,19,113
20,Kansas,173,Sedgwick,8.0,20,173
25,Massachusetts,013,Hampden,8.0,25,13
25,Massachusetts,017,Middlesex,8.0,25,17
27,Minnesota,037,Dakota,3.0,27,37
30,Montana,029,Flathead,16.0,30,29
32,Nevada,031,Washoe,17.0,32,31
32,Nevada,031,Washoe,5.0,32,31
36,New York,055,Monroe,8.0,36,55
37,North Carolina,067,Forsyth,5.0,37,67
39,Ohio,081,Jefferson,10.0,39,81
39,Ohio,151,Stark,7.0,39,151
41,Oregon,039,Lane,8.0,41,39
42,Pennsylvania,001,Adams,3.0,42,1
42,Pennsylvania,011,Berks,8.0,42,11
48,Texas,141,El Paso,14.0,48,141
48,Texas,141,El Paso,5.0,48,141
48,Texas,141,El Paso,9.0,48,141
48,Texas,201,Harris,10.0,48,201
51,Virginia,059,Fairfax,8.0,51,59
51,Virginia,760,Richmond City,6.0,51,760
53,Washington,053,Pierce,3.0,53,53
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,13.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,8.0,80,2
02,Alaska,020,Anchorage ,15.0,2,20
04,Arizona,013,Maricopa,11.0,4,13
04,Arizona,013,Maricopa,9.0,4,13
04,Arizona,013,Maricopa,22.0,4,13
04,Arizona,019,Pima,13.0,4,19
06,California,013,Contra Costa,5.0,6,13
06,California,037,Los Angeles,6.0,6,37
06,California,053,Monterey,7.0,6,53
06,California,067,Sacramento,9.0,6,67
08,Colorado,069,Larimer,7.0,8,69
09,Connecticut,001,Fairfield,14.0,9,1
09,Connecticut,003,Hartford,6.0,9,3
09,Connecticut,009,New Haven,7.0,9,9
11,District Of Columbia,001,District of Columbia,22.0,11,1
12,Florida,031,Duval,16.0,12,31
12,Florida,086,Miami-Dade,7.0,12,86
12,Florida,086,Miami-Dade,18.0,12,86
12,Florida,086,Miami-Dade,8.0,12,86
12,Florida,095,Orange,10.0,12,95
12,Florida,095,Orange,6.0,12,95
12,Florida,103,Pinellas,7.0,12,103
12,Florida,115,Sarasota,19.0,12,115
13,Georgia,089,DeKalb,7.0,13,89
13,Georgia,223,Paulding,5.0,13,223
17,Illinois,167,Sangamon,10.0,17,167
17,Illinois,201,Winnebago,6.0,17,201
19,Iowa,153,Polk,9.0,19,153
20,Kansas,107,Linn,2.0,20,107
20,Kansas,173,Sedgwick,6.0,20,173
25,Massachusetts,027,Worcester,6.0,25,27
26,Michigan,163,Wayne,7.0,26,163
27,Minnesota,003,Anoka,0.0,27,3
27,Minnesota,037,Dakota,3.0,27,37
27,Minnesota,123,Ramsey,15.0,27,123
27,Minnesota,137,Saint Louis,2.0,27,137
30,Montana,031,Gallatin,13.0,30,31
30,Montana,111,Yellowstone,30.0,30,111
32,Nevada,003,Clark,0.0,32,3
32,Nevada,031,Washoe,6.0,32,31
34,New Jersey,003,Bergen,5.0,34,3
34,New Jersey,039,Union,7.0,34,39
35,New Mexico,001,Bernalillo,9.0,35,1
36,New York,001,Albany,7.0,36,1
36,New York,005,Bronx,10.0,36,5
36,New York,047,Kings,14.0,36,47
37,North Carolina,081,Guilford,13.0,37,81
39,Ohio,035,Cuyahoga,10.0,39,35
39,Ohio,081,Jefferson,10.0,39,81
39,Ohio,081,Jefferson,6.0,39,81
39,Ohio,113,Montgomery,8.0,39,113
40,Oklahoma,027,Cleveland,14.0,40,27
42,Pennsylvania,007,Beaver,5.0,42,7
42,Pennsylvania,073,Lawrence,15.0,42,73
42,Pennsylvania,095,Northampton,0.0,42,95
42,Pennsylvania,101,Philadelphia,17.0,42,101
42,Pennsylvania,125,Washington,2.0,42,125
48,Texas,029,Bexar,8.0,48,29
48,Texas,141,El Paso,14.0,48,141
48,Texas,141,El Paso,7.0,48,141
48,Texas,201,Harris,16.0,48,201
48,Texas,439,Tarrant,8.0,48,439
51,Virginia,059,Fairfax,7.0,51,59
72,Puerto Rico,127,San Juan,28.0,72,127
80,Country Of Mexico,006,CHIHUAHUA STATE,14.0,80,6
80,Country Of Mexico,006,CHIHUAHUA STATE,25.0,80,6
48,Texas,029,Bexar,5.0,48,29
39,Ohio,085,Lake,6.0,39,85
48,Texas,141,El Paso,5.0,48,141
30,Montana,031,Gallatin,6.0,30,31
06,California,013,Contra Costa,6.0,6,13
32,Nevada,031,Washoe,5.0,32,31
72,Puerto Rico,127,San Juan,10.0,72,127
17,Illinois,031,Cook,3.0,17,31
06,California,067,Sacramento,3.0,6,67
32,Nevada,003,Clark,10.0,32,3
32,Nevada,003,Clark,13.0,32,3
34,New Jersey,039,Union,5.0,34,39
48,Texas,141,El Paso,8.0,48,141
51,Virginia,700,Newport News City,2.0,51,700
04,Arizona,019,Pima,8.0,4,19
06,California,037,Los Angeles,23.0,6,37
01,Alabama,073,Jefferson,9.0,1,73
48,Texas,201,Harris,3.0,48,201
34,New Jersey,039,Union,9.0,34,39
48,Texas,201,Harris,2.0,48,201
25,Massachusetts,027,Worcester,3.0,25,27
25,Massachusetts,027,Worcester,5.0,25,27
32,Nevada,031,Washoe,9.0,32,31
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,2.0,80,2
42,Pennsylvania,003,Allegheny,1.0,42,3
36,New York,101,Steuben,2.0,36,101
25,Massachusetts,009,Essex,5.0,25,9
36,New York,029,Erie,2.0,36,29
04,Arizona,013,Maricopa,8.0,4,13
20,Kansas,173,Sedgwick,7.0,20,173
48,Texas,141,El Paso,2.0,48,141
42,Pennsylvania,069,Lackawanna,0.0,42,69
02,Alaska,020,Anchorage ,8.0,2,20
51,Virginia,760,Richmond City,2.0,51,760
51,Virginia,510,Alexandria City,8.0,51,510
04,Arizona,013,Maricopa,22.0,4,13
04,Arizona,013,Maricopa,11.0,4,13
04,Arizona,013,Maricopa,7.0,4,13
06,California,001,Alameda,5.0,6,1
06,California,001,Alameda,8.0,6,1
06,California,023,Humboldt,2.0,6,23
06,California,037,Los Angeles,5.0,6,37
06,California,045,Mendocino,3.0,6,45
06,California,059,Orange,6.0,6,59
06,California,065,Riverside,7.0,6,65
08,Colorado,001,Adams,7.0,8,1
12,Florida,086,Miami-Dade,6.0,12,86
12,Florida,086,Miami-Dade,17.0,12,86
13,Georgia,089,DeKalb,2.0,13,89
13,Georgia,223,Paulding,2.0,13,223
17,Illinois,031,Cook,8.0,17,31
17,Illinois,031,Cook,5.0,17,31
18,Indiana,003,Allen,3.0,18,3
19,Iowa,153,Polk,5.0,19,153
20,Kansas,173,Sedgwick,3.0,20,173
21,Kentucky,111,Jefferson,7.0,21,111
24,Maryland,510,Baltimore (City),8.0,24,510
25,Massachusetts,017,Middlesex,6.0,25,17
30,Montana,111,Yellowstone,3.0,30,111
32,Nevada,003,Clark,15.0,32,3
32,Nevada,031,Washoe,8.0,32,31
32,Nevada,031,Washoe,10.0,32,31
32,Nevada,031,Washoe,3.0,32,31
34,New Jersey,003,Bergen,8.0,34,3
35,New Mexico,001,Bernalillo,15.0,35,1
36,New York,001,Albany,5.0,36,1
36,New York,061,New York,8.0,36,61
37,North Carolina,183,Wake,19.0,37,183
39,Ohio,049,Franklin,5.0,39,49
39,Ohio,085,Lake,7.0,39,85
39,Ohio,153,Summit,6.0,39,153
42,Pennsylvania,003,Allegheny,8.0,42,3
42,Pennsylvania,013,Blair,5.0,42,13
42,Pennsylvania,069,Lackawanna,2.0,42,69
42,Pennsylvania,101,Philadelphia,8.0,42,101
47,Tennessee,157,Shelby,10.0,47,157
48,Texas,061,Cameron,8.0,48,61
48,Texas,113,Dallas,0.0,48,113
48,Texas,141,El Paso,10.0,48,141
48,Texas,141,El Paso,27.0,48,141
48,Texas,201,Harris,2.0,48,201
48,Texas,201,Harris,6.0,48,201
48,Texas,245,Jefferson,3.0,48,245
51,Virginia,059,Fairfax,11.0,51,59
51,Virginia,059,Fairfax,5.0,51,59
51,Virginia,710,Norfolk City,3.0,51,710
51,Virginia,760,Richmond City,1.0,51,760
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,1.0,80,2
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,3.0,80,2
80,Country Of Mexico,006,CHIHUAHUA STATE,14.0,80,6
80,Country Of Mexico,006,CHIHUAHUA STATE,8.0,80,6
30,Montana,031,Gallatin,5.0,30,31
02,Alaska,020,Anchorage ,11.0,2,20
08,Colorado,031,Denver,7.0,8,31
17,Illinois,031,Cook,2.0,17,31
42,Pennsylvania,013,Blair,0.0,42,13
04,Arizona,019,Pima,6.0,4,19
39,Ohio,085,Lake,2.0,39,85
06,California,053,Monterey,5.0,6,53
06,California,053,Monterey,6.0,6,53
08,Colorado,001,Adams,5.0,8,1
06,California,059,Orange,6.0,6,59
06,California,083,Santa Barbara,6.0,6,83
06,California,037,Los Angeles,5.0,6,37
06,California,095,Solano,5.0,6,95
04,Arizona,019,Pima,8.0,4,19
06,California,013,Contra Costa,2.0,6,13
48,Texas,141,El Paso,11.0,48,141
42,Pennsylvania,049,Erie,8.0,42,49
48,Texas,029,Bexar,7.0,48,29
04,Arizona,019,Pima,3.0,4,19
01,Alabama,073,Jefferson,0.0,1,73
30,Montana,111,Yellowstone,8.0,30,111
42,Pennsylvania,007,Beaver,5.0,42,7
34,New Jersey,017,Hudson,6.0,34,17
34,New Jersey,007,Camden,1.0,34,7
06,California,045,Mendocino,7.0,6,45
20,Kansas,173,Sedgwick,6.0,20,173
32,Nevada,031,Washoe,3.0,32,31
32,Nevada,031,Washoe,13.0,32,31
06,California,025,Imperial,13.0,6,25
13,Georgia,089,DeKalb,8.0,13,89
24,Maryland,023,Garrett,2.0,24,23
42,Pennsylvania,129,Westmoreland,0.0,42,129
42,Pennsylvania,003,Allegheny,10.0,42,3
01,Alabama,073,Jefferson,7.0,1,73
06,California,073,San Diego,6.0,6,73
29,Missouri,510,St. Louis City,3.0,29,510
80,Country Of Mexico,002,BAJA CALIFORNIA NORTE,8.0,80,2
13,Georgia,223,Paulding,3.0,13,223
29,Missouri,189,Saint Louis,3.0,29,189
25,Massachusetts,027,Worcester,6.0,25,27
06,California,097,Sonoma,3.0,6,97
08,Colorado,031,Denver,6.0,8,31
48,Texas,439,Tarrant,9.0,48,439
08,Colorado,123,Weld,7.0,8,123
39,Ohio,049,Franklin,3.0,39,49
48,Texas,201,Harris,5.0,48,201
06,California,075,San Francisco,6.0,6,75
39,Ohio,153,Summit,3.0,39,153
48,Texas,479,Webb,8.0,48,479
04,Arizona,019,Pima,3.0,4,19
06,California,023,Humboldt,3.0,6,23
35,New Mexico,001,Bernalillo,9.0,35,1
51,Virginia,013,Arlington,2.0,51,13
