state_code,state_name,county_code,county_name,aqi
8,Colorado,69,Larimer,7.0
9,Connecticut,1,Fairfield,14.0
9,Connecticut,3,Hartford,6.0
9,Connecticut,9,New Haven,7.0
11,District Of Columbia,1,District of Columbia,22.0
12,Florida,31,Duval,16.0
12,Florida,86,Miami-Dade,7.0
12,Florida,86,Miami-Dade,18.0
12,Florida,86,Miami-Dade,8.0
12,Florida,95,Orange,10.0
12,Florida,95,Orange,6.0
12,Florida,103,Pinellas,7.0
12,Florida,115,Sarasota,19.0
13,Georgia,89,DeKalb,7.0
13,Georgia,223,Paulding,5.0
17,Illinois,167,Sangamon,10.0
17,Illinois,201,Winnebago,6.0
19,Iowa,153,Polk,9.0
20,Kansas,107,Linn,2.0
20,Kansas,173,Sedgwick,6.0
25,Massachusetts,27,Worcester,6.0
26,Michigan,163,Wayne,7.0
27,Minnesota,3,Anoka,0.0
27,Minnesota,37,Dakota,3.0
27,Minnesota,123,Ramsey,15.0
27,Minnesota,137,Saint Louis,2.0
30,Montana,31,Gallatin,13.0
30,Montana,111,Yellowstone,30.0
32,Nevada,3,Clark,0.0
32,Nevada,31,Washoe,6.0
34,New Jersey,3,Bergen,5.0
34,New Jersey,39,Union,7.0
35,New Mexico,1,Bernalillo,9.0
36,New York,1,Albany,7.0
36,New York,5,Bronx,10.0
36,New York,47,Kings,14.0
37,North Carolina,81,Guilford,13.0
39,Ohio,35,Cuyahoga,10.0
39,Ohio,81,Jefferson,10.0
39,Ohio,81,Jefferson,6.0
39,Ohio,113,Montgomery,8.0
40,Oklahoma,27,Cleveland,14.0
51,Virginia,59,Fairfax,7.0
72,Puerto Rico,127,San Juan,28.0
80,Country Of Mexico,6,CHIHUAHUA STATE,14.0
80,Country Of Mexico,6,CHIHUAHUA STATE,25.0
39,Ohio,85,Lake,6.0
30,Montana,31,Gallatin,6.0
32,Nevada,31,Washoe,5.0
72,Puerto Rico,127,San Juan,10.0
17,Illinois,31,Cook,3.0
32,Nevada,3,Clark,10.0
32,Nevada,3,Clark,13.0
34,New Jersey,39,Union,5.0
51,Virginia,700,Newport News City,2.0
4,Arizona,19,Pima,8.0
1,Alabama,73,Jefferson,9.0
34,New Jersey,39,Union,9.0
25,Massachusetts,27,Worcester,3.0
25,Massachusetts,27,Worcester,5.0
32,Nevada,31,Washoe,9.0
80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,2.0
36,New York,101,Steuben,2.0
25,Massachusetts,9,Essex,5.0
36,New York,29,Erie,2.0
4,Arizona,13,Maricopa,8.0
20,Kansas,173,Sedgwick,7.0
2,Alaska,20,Anchorage ,8.0
51,Virginia,760,Richmond City,2.0
51,Virginia,510,Alexandria City,8.0
4,Arizona,13,Maricopa,22.0
4,Arizona,13,Maricopa,11.0
4,Arizona,13,Maricopa,7.0
8,Colorado,1,Adams,7.0
12,Florida,86,Miami-Dade,6.0
12,Florida,86,Miami-Dade,17.0
13,Georgia,89,DeKalb,2.0
13,Georgia,223,Paulding,2.0
17,Illinois,31,Cook,8.0
17,Illinois,31,Cook,5.0
18,Indiana,3,Allen,3.0
19,Iowa,153,Polk,5.0
20,Kansas,173,Sedgwick,3.0
21,Kentucky,111,Jefferson,7.0
24,Maryland,510,Baltimore (City),8.0
25,Massachusetts,17,Middlesex,6.0
30,Montana,111,Yellowstone,3.0
32,Nevada,3,Clark,15.0
32,Nevada,31,Washoe,8.0
32,Nevada,31,Washoe,10.0
32,Nevada,31,Washoe,3.0
34,New Jersey,3,Bergen,8.0
35,New Mexico,1,Bernalillo,15.0
36,New York,1,Albany,5.0
36,New York,61,New York,8.0
37,North Carolina,183,Wake,19.0
39,Ohio,49,Franklin,5.0
39,Ohio,85,Lake,7.0
39,Ohio,153,Summit,6.0
47,Tennessee,157,Shelby,10.0
51,Virginia,59,Fairfax,11.0
51,Virginia,59,Fairfax,5.0
51,Virginia,710,Norfolk City,3.0
51,Virginia,760,Richmond City,1.0
80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,1.0
80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,3.0
80,Country Of Mexico,6,CHIHUAHUA STATE,14.0
80,Country Of Mexico,6,CHIHUAHUA STATE,8.0
30,Montana,31,Gallatin,5.0
2,Alaska,20,Anchorage ,11.0
8,Colorado,31,Denver,7.0
17,Illinois,31,Cook,2.0
4,Arizona,19,Pima,6.0
39,Ohio,85,Lake,2.0
8,Colorado,1,Adams,5.0
4,Arizona,19,Pima,8.0
4,Arizona,19,Pima,3.0
1,Alabama,73,Jefferson,0.0
30,Montana,111,Yellowstone,8.0
34,New Jersey,17,Hudson,6.0
34,New Jersey,7,Camden,1.0
20,Kansas,173,Sedgwick,6.0
32,Nevada,31,Washoe,3.0
32,Nevada,31,Washoe,13.0
13,Georgia,89,DeKalb,8.0
24,Maryland,23,Garrett,2.0
1,Alabama,73,Jefferson,7.0
29,Missouri,510,St. Louis City,3.0
80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,8.0
13,Georgia,223,Paulding,3.0
29,Missouri,189,Saint Louis,3.0
25,Massachusetts,27,Worcester,6.0
8,Colorado,31,Denver,6.0
8,Colorado,123,Weld,7.0
39,Ohio,49,Franklin,3.0
39,Ohio,153,Summit,3.0
4,Arizona,19,Pima,3.0
35,New Mexico,1,Bernalillo,9.0
51,Virginia,13,Arlington,2.0
51,Virginia,13,Arlington,2.0
22,Louisiana,33,East Baton Rouge,10.0
51,Virginia,810,Virginia Beach City,3.0
51,Virginia,810,Virginia Beach City,5.0
4,Arizona,13,Maricopa,5.0
26,Michigan,81,Kent,3.0
32,Nevada,5,Douglas,0.0
1,Alabama,73,Jefferson,20.0
4,Arizona,13,Maricopa,16.0
40,Oklahoma,143,Tulsa,7.0
32,Nevada,31,Washoe,2.0
13,Georgia,89,DeKalb,10.0
34,New Jersey,39,Union,3.0
51,Virginia,87,Henrico,3.0
51,Virginia,510,Alexandria City,0.0
51,Virginia,510,Alexandria City,3.0
12,Florida,11,Broward,5.0
32,Nevada,31,Washoe,2.0
18,Indiana,3,Allen,5.0
1,Alabama,73,Jefferson,8.0
1,Alabama,73,Jefferson,7.0
4,Arizona,13,Maricopa,17.0
4,Arizona,13,Maricopa,28.0
4,Arizona,19,Pima,6.0
8,Colorado,41,El Paso,7.0
8,Colorado,59,Jefferson,3.0
8,Colorado,69,Larimer,10.0
11,District Of Columbia,1,District of Columbia,22.0
12,Florida,57,Hillsborough,13.0
12,Florida,57,Hillsborough,3.0
12,Florida,86,Miami-Dade,11.0
12,Florida,86,Miami-Dade,7.0
12,Florida,99,Palm Beach,14.0
13,Georgia,121,Fulton,9.0
18,Indiana,63,Hendricks,9.0
18,Indiana,63,Hendricks,2.0
19,Iowa,153,Polk,3.0
24,Maryland,5,Baltimore,6.0
27,Minnesota,37,Dakota,1.0
27,Minnesota,137,Saint Louis,10.0
29,Missouri,95,Jackson,9.0
29,Missouri,189,Saint Louis,7.0
29,Missouri,510,St. Louis City,16.0
30,Montana,29,Flathead,13.0
30,Montana,31,Gallatin,2.0
31,Nebraska,109,Lancaster,11.0
32,Nevada,3,Clark,7.0
32,Nevada,3,Clark,3.0
39,Ohio,49,Franklin,6.0
39,Ohio,61,Hamilton,13.0
49,Utah,35,Salt Lake,16.0
49,Utah,35,Salt Lake,13.0
51,Virginia,650,Hampton City,8.0
51,Virginia,770,Roanoke City,10.0
80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,79.0
80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,18.0
30,Montana,31,Gallatin,10.0
17,Illinois,201,Winnebago,7.0
80,Country Of Mexico,6,CHIHUAHUA STATE,23.0
39,Ohio,49,Franklin,8.0
25,Massachusetts,13,Hampden,6.0
17,Illinois,31,Cook,5.0
27,Minnesota,53,Hennepin,0.0
8,Colorado,77,Mesa,6.0
4,Arizona,19,Pima,10.0
37,North Carolina,183,Wake,2.0
54,West Virginia,29,Hancock,3.0
1,Alabama,73,Jefferson,7.0
53,Washington,63,Spokane,13.0
31,Nebraska,109,Lancaster,6.0
1,Alabama,73,Jefferson,6.0
32,Nevada,31,Washoe,2.0
4,Arizona,13,Maricopa,13.0
1,Alabama,73,Jefferson,6.0
20,Kansas,209,Wyandotte,3.0
32,Nevada,3,Clark,3.0
24,Maryland,510,Baltimore (City),5.0
36,New York,29,Erie,11.0
50,Vermont,7,Chittenden,6.0
29,Missouri,510,St. Louis City,3.0
25,Massachusetts,27,Worcester,7.0
17,Illinois,163,Saint Clair,6.0
25,Massachusetts,9,Essex,2.0
39,Ohio,35,Cuyahoga,22.0
39,Ohio,85,Lake,6.0
24,Maryland,5,Baltimore,2.0
8,Colorado,41,El Paso,6.0
36,New York,61,New York,5.0
36,New York,61,New York,7.0
32,Nevada,31,Washoe,23.0
4,Arizona,19,Pima,5.0
4,Arizona,13,Maricopa,11.0
39,Ohio,135,Preble,3.0
26,Michigan,163,Wayne,2.0
26,Michigan,163,Wayne,5.0
32,Nevada,31,Washoe,5.0
26,Michigan,163,Wayne,1.0
32,Nevada,31,Washoe,8.0
8,Colorado,67,La Plata,1.0
34,New Jersey,39,Union,5.0
32,Nevada,31,Washoe,6.0
11,District Of Columbia,1,District of Columbia,8.0
55,Wisconsin,27,Dodge,2.0
36,New York,29,Erie,2.0
13,Georgia,223,Paulding,3.0
25,Massachusetts,27,Worcester,8.0
25,Massachusetts,25,Suffolk,3.0
25,Massachusetts,9,Essex,2.0
25,Massachusetts,13,Hampden,2.0
2,Alaska,90,Fairbanks North Star ,6.0
37,North Carolina,119,Mecklenburg,5.0
51,Virginia,510,Alexandria City,3.0
40,Oklahoma,143,Tulsa,3.0
34,New Jersey,13,Essex,7.0
4,Arizona,19,Pima,6.0
80,Country Of Mexico,6,CHIHUAHUA STATE,3.0
54,West Virginia,29,Hancock,3.0
2,Alaska,90,Fairbanks North Star ,16.0
9,Connecticut,1,Fairfield,5.0
30,Montana,49,Lewis and Clark,1.0
32,Nevada,31,Washoe,5.0
12,Florida,86,Miami-Dade,2.0
13,Georgia,89,DeKalb,2.0
1,Alabama,73,Jefferson,3.0
72,Puerto Rico,113,Ponce,5.0
32,Nevada,31,Washoe,7.0
36,New York,29,Erie,6.0
18,Indiana,3,Allen,7.0
36,New York,5,Bronx,3.0
29,Missouri,510,St. Louis City,3.0
30,Montana,31,Gallatin,2.0
39,Ohio,49,Franklin,3.0
39,Ohio,35,Cuyahoga,7.0
32,Nevada,3,Clark,3.0
35,New Mexico,1,Bernalillo,2.0
22,Louisiana,33,East Baton Rouge,8.0
26,Michigan,163,Wayne,2.0
34,New Jersey,17,Hudson,6.0
41,Oregon,51,Multnomah,2.0
21,Kentucky,111,Jefferson,3.0
21,Kentucky,111,Jefferson,3.0
18,Indiana,163,Vanderburgh,5.0
50,Vermont,21,Rutland,3.0
26,Michigan,163,Wayne,3.0
26,Michigan,163,Wayne,8.0
12,Florida,86,Miami-Dade,3.0
20,Kansas,209,Wyandotte,3.0
12,Florida,31,Duval,6.0
32,Nevada,31,Washoe,2.0
54,West Virginia,29,Hancock,3.0
41,Oregon,67,Washington,6.0
24,Maryland,19,Dorchester,2.0
40,Oklahoma,1,Adair,2.0
17,Illinois,163,Saint Clair,5.0
8,Colorado,31,Denver,13.0
39,Ohio,61,Hamilton,6.0
34,New Jersey,13,Essex,7.0
47,Tennessee,157,Shelby,2.0
22,Louisiana,33,East Baton Rouge,2.0
22,Louisiana,33,East Baton Rouge,3.0
12,Florida,86,Miami-Dade,3.0
9,Connecticut,1,Fairfield,5.0
26,Michigan,81,Kent,8.0
1,Alabama,73,Jefferson,8.0
9,Connecticut,3,Hartford,2.0
9,Connecticut,3,Hartford,5.0
50,Vermont,21,Rutland,6.0
26,Michigan,163,Wayne,5.0
47,Tennessee,9,Blount,2.0
24,Maryland,27,Howard,6.0
18,Indiana,97,Marion,3.0
8,Colorado,67,La Plata,2.0
13,Georgia,89,DeKalb,8.0
1,Alabama,73,Jefferson,3.0
20,Kansas,209,Wyandotte,3.0
51,Virginia,87,Henrico,1.0
36,New York,101,Steuben,1.0
47,Tennessee,157,Shelby,3.0
36,New York,1,Albany,2.0
36,New York,1,Albany,3.0
36,New York,29,Erie,1.0
36,New York,5,Bronx,2.0
18,Indiana,89,Lake,15.0
29,Missouri,510,St. Louis City,7.0
40,Oklahoma,1,Adair,2.0
39,Ohio,13,Belmont,2.0
39,Ohio,61,Hamilton,5.0
32,Nevada,3,Clark,2.0
12,Florida,95,Orange,3.0
47,Tennessee,157,Shelby,2.0
37,North Carolina,119,Mecklenburg,5.0
53,Washington,33,King,3.0
27,Minnesota,37,Dakota,6.0
50,Vermont,7,Chittenden,5.0
32,Nevada,31,Washoe,2.0
9,Connecticut,9,New Haven,5.0
39,Ohio,35,Cuyahoga,10.0
26,Michigan,163,Wayne,3.0
26,Michigan,163,Wayne,7.0
29,Missouri,510,St. Louis City,3.0
47,Tennessee,37,Davidson,5.0
35,New Mexico,1,Bernalillo,2.0
49,Utah,57,Weber,8.0
34,New Jersey,17,Hudson,6.0
17,Illinois,163,Saint Clair,3.0
40,Oklahoma,109,Oklahoma,3.0
36,New York,101,Steuben,2.0
51,Virginia,650,Hampton City,5.0
36,New York,55,Monroe,5.0
47,Tennessee,157,Shelby,5.0
18,Indiana,163,Vanderburgh,6.0
39,Ohio,113,Montgomery,5.0
4,Arizona,13,Maricopa,14.0
4,Arizona,19,Pima,5.0
37,North Carolina,183,Wake,5.0
15,Hawaii,3,Honolulu,7.0
20,Kansas,209,Wyandotte,2.0
72,Puerto Rico,61,Guaynabo,5.0
8,Colorado,67,La Plata,1.0
49,Utah,49,Utah,0.0
8,Colorado,31,Denver,3.0
53,Washington,33,King,9.0
40,Oklahoma,109,Oklahoma,9.0
72,Puerto Rico,127,San Juan,13.0
39,Ohio,135,Preble,2.0
11,District Of Columbia,1,District of Columbia,5.0
15,Hawaii,3,Honolulu,2.0
49,Utah,35,Salt Lake,6.0
50,Vermont,7,Chittenden,2.0
18,Indiana,97,Marion,3.0
4,Arizona,13,Maricopa,5.0
29,Missouri,510,St. Louis City,5.0
1,Alabama,73,Jefferson,5.0
72,Puerto Rico,21,Bayamon,6.0
40,Oklahoma,109,Oklahoma,9.0
9,Connecticut,9,New Haven,2.0
9,Connecticut,5,Litchfield,1.0
12,Florida,11,Broward,7.0
29,Missouri,510,St. Louis City,5.0
11,District Of Columbia,1,District of Columbia,9.0
8,Colorado,123,Weld,1.0
13,Georgia,121,Fulton,7.0
35,New Mexico,1,Bernalillo,6.0
8,Colorado,31,Denver,3.0
4,Arizona,13,Maricopa,0.0
72,Puerto Rico,25,Caguas,7.0
55,Wisconsin,79,Milwaukee,3.0
55,Wisconsin,79,Milwaukee,3.0
49,Utah,35,Salt Lake,3.0
25,Massachusetts,25,Suffolk,5.0
12,Florida,11,Broward,5.0
12,Florida,11,Broward,8.0
30,Montana,31,Gallatin,2.0
4,Arizona,13,Maricopa,13.0
4,Arizona,13,Maricopa,17.0
22,Louisiana,33,East Baton Rouge,2.0
22,Louisiana,33,East Baton Rouge,3.0
72,Puerto Rico,113,Ponce,6.0
35,New Mexico,1,Bernalillo,1.0
2,Alaska,90,Fairbanks North Star ,2.0
26,Michigan,163,Wayne,5.0
39,Ohio,13,Belmont,3.0
15,Hawaii,3,Honolulu,2.0
27,Minnesota,37,Dakota,0.0
54,West Virginia,9,Brooke,5.0
12,Florida,86,Miami-Dade,5.0
12,Florida,11,Broward,6.0
29,Missouri,510,St. Louis City,3.0
4,Arizona,13,Maricopa,7.0
47,Tennessee,37,Davidson,5.0
72,Puerto Rico,113,Ponce,14.0
51,Virginia,650,Hampton City,3.0
12,Florida,103,Pinellas,1.0
47,Tennessee,157,Shelby,5.0
27,Minnesota,53,Hennepin,1.0
12,Florida,31,Duval,5.0
39,Ohio,135,Preble,2.0
4,Arizona,13,Maricopa,5.0
53,Washington,33,King,6.0
8,Colorado,31,Denver,5.0
21,Kentucky,111,Jefferson,5.0
25,Massachusetts,25,Suffolk,9.0
8,Colorado,1,Adams,3.0
8,Colorado,77,Mesa,2.0
4,Arizona,13,Maricopa,1.0
4,Arizona,13,Maricopa,5.0
32,Nevada,31,Washoe,10.0
19,Iowa,163,Scott,2.0
19,Iowa,163,Scott,3.0
26,Michigan,163,Wayne,3.0
34,New Jersey,17,Hudson,10.0
19,Iowa,153,Polk,3.0
21,Kentucky,111,Jefferson,2.0
18,Indiana,163,Vanderburgh,3.0
26,Michigan,163,Wayne,5.0
26,Michigan,163,Wayne,10.0
26,Michigan,163,Wayne,6.0
12,Florida,86,Miami-Dade,3.0
24,Maryland,27,Howard,3.0
18,Indiana,97,Marion,5.0
31,Nebraska,55,Douglas,2.0
1,Alabama,73,Jefferson,3.0
36,New York,5,Bronx,7.0
29,Missouri,510,St. Louis City,5.0
36,New York,29,Erie,0.0
